0;0;-0.00000001;0.00000001;
-0.00000001;-0.00000001;0;-0.00000002;
-0.000000030000000000000004;-0.00000003;-0.000000010000000000000004;-0.000000050000000000000004;
-0.00000007;-0.00000006999999999999995;-0.000000030000000000000004;-0.00000011;
-0.00000015;-0.00000014999999999999944;-0.00000006999999999999999;-0.00000023;
-0.00000031;-0.000000309999999999995;-0.00000015;-0.00000047;
-0.00000063;-0.0000006299999999999583;-0.00000031;-0.00000095;
-0.0000012700000000000001;-0.0000012699999999996588;-0.0000006300000000000001;-0.0000019100000000000003;
-0.00000255;-0.0000025499999999972367;-0.0000012700000000000001;-0.000003830000000000001;
-0.00000511;-0.000005109999999977761;-0.00000255;-0.00000767;
-0.00001023;-0.000010229999999821568;-0.00000511;-0.00001535;
-0.00002047;-0.000020469999998570438;-0.000010229999999999999;-0.000030709999999999996;
-0.00004095;-0.00004094999998855514;-0.00002047;-0.00006143;
-0.00008191000000000001;-0.00008190999990840758;-0.000040950000000000006;-0.00012287000000000002;
-0.00016383;-0.00016382999926712648;-0.00008191000000000001;-0.00024575;
-0.00032767;-0.0003276699941364749;-0.00016383;-0.00049151;
-0.0006553500000000001;-0.0006553499530896524;-0.00032767000000000007;-0.0009830300000000002;
-0.00131071;-0.0013107096247086533;-0.0006553500000000001;-0.0019660700000000003;
-0.00262143;-0.00262142699763564;-0.00131071;-0.003932150000000001;
-0.00524287;-0.005242845980972437;-0.00262143;-0.00786431;
-0.01048575;-0.010485557848022022;-0.00524287;-0.01572863;
-0.02097151;-0.020969972807329793;-0.010485749999999999;-0.031457269999999996;
-0.04194303;-0.04193073326109553;-0.02097151;-0.06291455;
-0.08388607000000001;-0.08378772200961732;-0.041943030000000006;-0.12582911000000002;
-0.16777215;-0.166986196007866;-0.08388607000000001;-0.25165823;
-0.33554431;-0.32928317312138117;-0.16777215;-0.50331647;
-0.6710886300000001;-0.6218389106781924;-0.33554431000000007;-1.0066329500000002;
-1.34217727;-0.9739802905245818;-0.6710886300000001;-2.0132659100000003;
